_id,title,slug,category,status,constructionStatus,price,area,areaUnit,locality,city,state,description,images,highlights,amenities,isRERA,isFeatured,isZeroBrokerage,postedBy,agentName,views,savedCount,createdAt,updatedAt
d65f7c95-ca0f-4e73-b2fc-2259dea77fd3,"Row House for Sale in Dwarka, Nashik",row-house-for-sale-in-dwarka-nashik-28284,Sale,Active,Ready to Move,26426667,1759,sq.ft.,Dwarka,Nashik,Maharashtra,"Beautiful ready-to-move row house located in the prime locality of Dwarka, Nashik, offering the perfect blend of comfort and convenience. This ground floor property enjoys excellent proximity to schools and hospitals, making it ideal for families seeking accessibility to essential amenities. The spacious and well-designed layout provides ample living space with modern construction standards, situated in a sought-after residential area.","[""https://images.property.com/nashik/row-house-2760-1.jpg"",""https://images.property.com/nashik/row-house-4806-2.jpg""]","[""Near Hospital"",""Prime Location"",""Ground Floor"",""Near School""]","[""Vastu Compliant"",""Power Backup"",""Clubhouse"",""Children Play Area"",""Rainwater Harvesting"",""Maintenance Staff""]",1,0,0,Agent,Hema Rao,4088,195,2025-07-11T16:25:17,2025-07-17T06:14:48
bebb1d8c-bb20-40b6-bcf7-e2cba09f0453,"Showroom for Sale in Ambad, Nashik",showroom-for-sale-in-ambad-nashik-84206,Sale,Active,Ready to Move,63718182,3736,sq.ft.,Ambad,Nashik,Maharashtra,"Prime corner showroom in Ambad, Nashik, ready to move and perfectly positioned for immediate business operations. Located in a peaceful locality near schools, this property offers excellent visibility and accessibility, making it an ideal investment for retail or commercial ventures. The strategic placement in a high-traffic area ensures maximum customer footfall and growth potential for your enterprise.","[""https://images.property.com/nashik/showroom-1357-1.jpg"",""https://images.property.com/nashik/showroom-6499-2.jpg"",""https://images.property.com/nashik/showroom-1261-3.jpg"",""https://images.property.com/nashik/showroom-4007-4.jpg""]","[""Prime Location"",""Corner Property"",""Peaceful Locality"",""Near School""]","[""Garden"",""Gym"",""Jogging Track"",""Children Play Area"",""Maintenance Staff"",""EV Charging"",""Water Supply 24x7""]",0,0,0,Agent,Sandeep Deshpande,1012,10,2025-10-30T01:41:21,2025-12-29T00:37:58
042b1dff-a013-46bc-a494-211a7a342f63,"Duplex for Rent in Panchavati, Nashik",duplex-for-rent-in-panchavati-nashik-32776,Rent,Active,Under Construction,33348,1635,sq.ft.,Panchavati,Nashik,Maharashtra,"Spacious duplex available for rent in the prime location of Panchavati, Nashik, currently under construction with modern amenities and excellent connectivity. This property is conveniently situated near a hospital and offers flexible options with both fully furnished and unfurnished units to suit your preferences. Ideal for families seeking a comfortable living space in a well-developed residential area.","[""https://images.property.com/nashik/duplex-3437-1.jpg"",""https://images.property.com/nashik/duplex-9699-2.jpg"",""https://images.property.com/nashik/duplex-4518-3.jpg"",""https://images.property.com/nashik/duplex-2876-4.jpg""]","[""Prime Location"",""Near Hospital"",""Fully Furnished"",""Unfurnished""]","[""Parking"",""Lift"",""Fire Safety"",""Security"",""Maintenance Staff"",""Gym""]",0,0,1,Owner,,3927,91,2026-04-10T20:05:48,2026-04-14T09:00:39
8017f075-0a32-4b46-976a-7ad00d6373b7,"Row House for Sale in Indira Nagar, Nashik",row-house-for-sale-in-indira-nagar-nashik-77048,Sale,Inactive,Ready to Move,22085388,1567,sq.ft.,Indira Nagar,Nashik,Maharashtra,"Elegant row house in the serene Indira Nagar locality of Nashik, perfect for families seeking a peaceful living environment. This ready-to-move property is fully furnished and offers all modern amenities for comfortable living. Indira Nagar is known for its quiet surroundings and excellent connectivity, making it an ideal choice for those who value tranquility without compromising on accessibility.","[""https://images.property.com/nashik/row-house-3396-1.jpg"",""https://images.property.com/nashik/row-house-7098-2.jpg"",""https://images.property.com/nashik/row-house-8698-3.jpg""]","[""Fully Furnished"",""Peaceful Locality""]","[""Rainwater Harvesting"",""Gated Community"",""Lift"",""EV Charging"",""Maintenance Staff"",""Swimming Pool"",""Security""]",0,1,0,Agent,Vinay Sanyal,3658,4,2026-02-02T03:23:41,2026-02-05T01:10:22
ff55ec65-be54-49f7-89b7-46e66e930d4a,"Duplex for Sale in Mhasrul, Nashik",duplex-for-sale-in-mhasrul-nashik-92474,Sale,Sold,New Launch,24229837,3778,sq.ft.,Mhasrul,Nashik,Maharashtra,"Luxurious new launch duplex in prime Mhasrul, conveniently located near the railway station for easy connectivity. This semi-furnished top floor property offers spacious living with modern amenities and excellent ventilation. Perfect for families looking for a contemporary home in a well-developed area of Nashik.","[""https://images.property.com/nashik/duplex-5508-1.jpg"",""https://images.property.com/nashik/duplex-5264-2.jpg"",""https://images.property.com/nashik/duplex-7869-3.jpg""]","[""Near Railway Station"",""Semi-Furnished"",""Top Floor""]","[""Lift"",""Fire Safety"",""Visitor Parking"",""Parking"",""Security"",""Power Backup"",""Gated Community"",""Garden""]",0,0,0,Agent,Ayaan Basu,4898,191,2025-08-29T05:25:30,2026-03-11T07:41:16
11b8fc42-efcf-4e99-a2c7-ec9f9e24a7a2,"Villa for Sale in Satpur, Nashik",villa-for-sale-in-satpur-nashik-36855,Sale,Active,Ready to Move,421429087,5983,sq.ft.,Satpur,Nashik,Maharashtra,"Stunning corner property villa in prime Satpur, Nashik, ready to move in immediately. This newly renovated top floor residence boasts excellent south-facing orientation and road-facing location, ensuring abundant natural light and excellent visibility. Perfect for discerning homebuyers looking for a premium residential address with premium amenities and strategic location.","[""https://images.property.com/nashik/villa-9560-1.jpg"",""https://images.property.com/nashik/villa-1151-2.jpg""]","[""Corner Property"",""Newly Renovated"",""South Facing"",""Top Floor"",""Road Facing""]","[""Lift"",""Parking"",""Water Supply 24x7"",""CCTV"",""Children Play Area"",""Gym"",""Intercom"",""Visitor Parking""]",1,0,0,Agent,Shreya Raina,4724,131,2026-03-29T06:39:53,2026-04-02T21:22:35
7c856e11-74d6-476b-9258-ab67baeb444f,"Penthouse for Sale in Peth Road, Nashik",penthouse-for-sale-in-peth-road-nashik-83733,Sale,Active,Ready to Move,201270662,4337,sq.ft.,Peth Road,Nashik,Maharashtra,"Stunning corner penthouse on Peth Road offering breathtaking scenic views with the advantage of both south and east-facing exposures for optimal natural light and ventilation. This semi-furnished ready-to-move property features an elegant layout perfect for modern living, ideal for families seeking premium lifestyle in Nashik. Don't miss this rare opportunity to own a corner property with unobstructed views in one of the city's most sought-after locations.","[""https://images.property.com/nashik/penthouse-2542-1.jpg"",""https://images.property.com/nashik/penthouse-5977-2.jpg"",""https://images.property.com/nashik/penthouse-1821-3.jpg"",""https://images.property.com/nashik/penthouse-5429-4.jpg"",""https://images.property.com/nashik/penthouse-2532-5.jpg""]","[""Scenic View"",""Corner Property"",""South Facing"",""East Facing"",""Semi-Furnished""]","[""Children Play Area"",""Fire Safety"",""Security"",""Swimming Pool""]",1,0,0,Agent,Harsh Bhandari,4723,62,2025-06-21T21:11:54,2026-03-13T08:05:20
cdbc8cf1-f13f-4ebe-8254-c273475589fa,"Shop for Rent in Govind Nagar, Nashik",shop-for-rent-in-govind-nagar-nashik-58082,Rent,Sold,Ready to Move,26286,952,sq.ft.,Govind Nagar,Nashik,Maharashtra,"Excellent semi-furnished shop available for rent in the prime location of Govind Nagar, Nashik. This ready-to-move corner property offers high visibility and excellent foot traffic, making it ideal for retail business. Perfect for entrepreneurs looking to establish their commercial presence in a bustling neighborhood.","[""https://images.property.com/nashik/shop-7357-1.jpg"",""https://images.property.com/nashik/shop-9418-2.jpg"",""https://images.property.com/nashik/shop-7678-3.jpg"",""https://images.property.com/nashik/shop-6802-4.jpg"",""https://images.property.com/nashik/shop-4022-5.jpg"",""https://images.property.com/nashik/shop-8233-6.jpg""]","[""Semi-Furnished"",""Corner Property""]","[""Parking"",""Visitor Parking"",""Clubhouse"",""Rainwater Harvesting"",""Power Backup"",""Children Play Area""]",1,0,0,Owner,,3820,164,2025-09-30T14:33:51,2025-11-28T23:45:36
c408820a-a5fe-4cef-be79-1fa90b7dd473,"1 RK Flat for Rent in Mhasrul, Nashik",1-rk-flat-for-rent-in-mhasrul-nashik-35746,Rent,Active,New Launch,7063,351,sq.ft.,Mhasrul,Nashik,Maharashtra,"Newly launched 1 RK flat available for rent in Mhasrul, Nashik, perfectly located near the Railway Station with excellent road connectivity. The compact unit features a spacious balcony offering fresh air and light, making it ideal for working professionals or students. Don't miss this opportunity to own a modern home in a well-connected locality.","[""https://images.property.com/nashik/1-rk-flat-8327-1.jpg"",""https://images.property.com/nashik/1-rk-flat-9808-2.jpg""]","[""Near Railway Station"",""Road Facing"",""Balcony""]","[""Garden"",""EV Charging"",""Fire Safety"",""Water Supply 24x7"",""Children Play Area""]",0,0,1,Owner,,3347,120,2025-11-12T03:30:47,2026-01-06T17:53:28
e4181c4f-1d85-4c95-81a2-395f478a1731,"Duplex for Sale in Indira Nagar, Nashik",duplex-for-sale-in-indira-nagar-nashik-99368,Sale,Sold,Under Construction,18699981,2629,sq.ft.,Indira Nagar,Nashik,Maharashtra,"Stunning duplex in prime Indira Nagar location, perfectly positioned near highway, hospital, and school for ultimate convenience. Road-facing property ensures excellent visibility and accessibility. Ideal investment opportunity in Nashik's sought-after residential area with modern construction standards.","[""https://images.property.com/nashik/duplex-1577-1.jpg"",""https://images.property.com/nashik/duplex-8491-2.jpg"",""https://images.property.com/nashik/duplex-8074-3.jpg"",""https://images.property.com/nashik/duplex-4129-4.jpg""]","[""Near Hospital"",""Near Highway"",""Near School"",""Prime Location"",""Road Facing""]","[""Jogging Track"",""Parking"",""Water Supply 24x7"",""Lift"",""Children Play Area"",""Fire Safety"",""CCTV""]",0,0,0,Agent,Mini Bajaj,19,9,2026-03-22T19:24:20,2026-04-18T21:47:04
26ef31ff-a218-44f7-818b-c440398e55b7,"Office Space for Sale in Pipeline Road, Nashik",office-space-for-sale-in-pipeline-road-nashik-39942,Sale,Active,New Launch,7683927,4174,sq.ft.,Pipeline Road,Nashik,Maharashtra,"Excellent office space available for sale at Pipeline Road, Nashik. This new launch corner property offers prime road-facing visibility, making it ideal for businesses looking to establish a strong presence. Located near schools and well-connected areas, it provides convenient access to essential services and vibrant surroundings.","[""https://images.property.com/nashik/office-space-3576-1.jpg"",""https://images.property.com/nashik/office-space-4075-2.jpg"",""https://images.property.com/nashik/office-space-8758-3.jpg""]","[""Corner Property"",""Road Facing"",""Near School""]","[""Rainwater Harvesting"",""Gym"",""Children Play Area"",""Clubhouse"",""Jogging Track""]",0,0,1,Owner,,4020,0,2025-08-31T02:27:16,2025-11-19T05:01:48
11543a7f-1a33-482f-bb54-563029b0b2e7,"Office Space for Rent in Tidke Colony, Nashik",office-space-for-rent-in-tidke-colony-nashik-53221,Rent,Active,Ready to Move,45680,354,sq.ft.,Tidke Colony,Nashik,Maharashtra,"Spacious, ready-to-move office space in prime Tidke Colony with excellent road-facing advantage. Located near the bustling market and school, offering great visibility and easy accessibility for business operations. Features a scenic view and a convenient balcony, making it an ideal workspace for professionals and small enterprises looking for a well-connected commercial address in Nashik.","[""https://images.property.com/nashik/office-space-7425-1.jpg"",""https://images.property.com/nashik/office-space-5306-2.jpg"",""https://images.property.com/nashik/office-space-7690-3.jpg"",""https://images.property.com/nashik/office-space-5204-4.jpg""]","[""Near Market"",""Scenic View"",""Near School"",""Balcony"",""Road Facing""]","[""Rainwater Harvesting"",""Parking"",""Children Play Area"",""Maintenance Staff"",""Fire Safety"",""Water Supply 24x7"",""Swimming Pool"",""Lift""]",1,0,0,Agent,Smriti Raghavan,2692,60,2025-11-17T04:18:28,2026-03-28T10:36:38
a231d5da-2540-439b-8a1b-5fc18407f02e,"Villa for Rent in Peth Road, Nashik",villa-for-rent-in-peth-road-nashik-39383,Rent,Active,Under Construction,146715,5565,sq.ft.,Peth Road,Nashik,Maharashtra,"Stunning villa available for rent on Peth Road in Nashik, set in a peaceful and serene locality away from the hustle and bustle of city life. This unfurnished property is perfectly positioned near the highway, ensuring excellent connectivity and easy access to major routes. Currently under construction, this villa offers a great opportunity for those seeking a quiet residential space in a well-developed area.","[""https://images.property.com/nashik/villa-7488-1.jpg"",""https://images.property.com/nashik/villa-6361-2.jpg"",""https://images.property.com/nashik/villa-5387-3.jpg"",""https://images.property.com/nashik/villa-5063-4.jpg"",""https://images.property.com/nashik/villa-4385-5.jpg"",""https://images.property.com/nashik/villa-6064-6.jpg""]","[""Peaceful Locality"",""Unfurnished"",""Near Highway""]","[""Garden"",""Gated Community"",""Water Supply 24x7"",""Jogging Track""]",1,0,1,Owner,,701,140,2026-01-08T16:14:00,2026-03-05T10:51:28
9bad802c-c576-4803-9e32-75510f0d006f,"4 BHK Flat for Sale in Bytco Point, Nashik",4-bhk-flat-for-sale-in-bytco-point-nashik-19668,Sale,Under Review,New Launch,19612432,1635,sq.ft.,Bytco Point,Nashik,Maharashtra,"Discover this stunning 4 BHK apartment at Bytco Point, Nashik - a new launch project offering modern living at its finest. This fully furnished and newly renovated flat features a prime road-facing location, making it perfect for those seeking convenience and accessibility. Ideally situated near a reputed school, this property is an excellent choice for families looking for a contemporary home in a well-connected locality.","[""https://images.property.com/nashik/4-bhk-flat-4704-1.jpg"",""https://images.property.com/nashik/4-bhk-flat-2757-2.jpg""]","[""Fully Furnished"",""Newly Renovated"",""Road Facing"",""Near School""]","[""Rainwater Harvesting"",""CCTV"",""EV Charging"",""Visitor Parking""]",0,0,0,Agent,Aniket Sen,884,34,2025-12-09T08:09:11,2026-01-05T13:14:32
276e94e7-aa73-4dc9-97aa-a4fc440e8725,"Commercial Land for Sale in CIDCO, Nashik",commercial-land-for-sale-in-cidco-nashik-12046,Sale,Sold,,476214733,15527,sq.yd.,CIDCO,Nashik,Maharashtra,"Prime corner commercial land available in CIDCO, Nashik, ideally situated on a well-connected road-facing location with excellent accessibility for business ventures. This ground floor property offers tremendous potential for retail, warehousing, or commercial establishment with high visibility and foot traffic. Perfect investment opportunity in one of Nashik's most sought-after commercial hubs.","[""https://images.property.com/nashik/commercial-land-8868-1.jpg"",""https://images.property.com/nashik/commercial-land-2657-2.jpg"",""https://images.property.com/nashik/commercial-land-2098-3.jpg"",""https://images.property.com/nashik/commercial-land-8608-4.jpg""]","[""Corner Property"",""Well Connected"",""Road Facing"",""Ground Floor""]","[""Power Backup"",""Security"",""Jogging Track"",""Intercom"",""Fire Safety"",""CCTV"",""Rainwater Harvesting""]",1,0,0,Agent,Tanvi Kelkar,4109,116,2025-08-31T10:52:14,2026-02-02T05:38:19
9fa85ccf-c471-4f71-99f6-a581c81b6903,"Showroom for Sale in Satpur, Nashik",showroom-for-sale-in-satpur-nashik-95331,Sale,Inactive,New Launch,23445263,713,sq.ft.,Satpur,Nashik,Maharashtra,"Prime showroom available in Satpur, Nashik, a new launch project offering excellent visibility and accessibility. Located on the top and ground floors with semi-furnished interiors, this property is strategically positioned near the highway, making it ideal for retail business operations. Perfect investment opportunity in a high-traffic commercial zone.","[""https://images.property.com/nashik/showroom-9671-1.jpg"",""https://images.property.com/nashik/showroom-7868-2.jpg"",""https://images.property.com/nashik/showroom-5862-3.jpg"",""https://images.property.com/nashik/showroom-7983-4.jpg"",""https://images.property.com/nashik/showroom-8367-5.jpg""]","[""Semi-Furnished"",""Top Floor"",""Ground Floor"",""Near Highway""]","[""Garden"",""Vastu Compliant"",""Lift"",""Intercom"",""Parking"",""Security"",""Clubhouse""]",0,0,0,Builder,,4857,112,2025-08-01T12:00:09,2025-09-16T09:23:58
70c97093-04a7-41c1-8fc7-295315eb3ab3,"1 BHK Flat for Rent in Ambad, Nashik",1-bhk-flat-for-rent-in-ambad-nashik-48120,Rent,Under Review,Under Construction,8135,685,sq.ft.,Ambad,Nashik,Maharashtra,"1 BHK Flat for Rent in Ambad, Nashik - East and South Facing

Newly constructed modern 1 BHK flat available for rent in the prime location of Ambad, Nashik. This beautifully designed apartment features excellent natural light with east and south-facing orientation, perfect for a bright and airy living space. Located in close proximity to the railway station, ensuring easy commute and excellent connectivity to all major areas of the city.","[""https://images.property.com/nashik/1-bhk-flat-7747-1.jpg"",""https://images.property.com/nashik/1-bhk-flat-4904-2.jpg"",""https://images.property.com/nashik/1-bhk-flat-1440-3.jpg"",""https://images.property.com/nashik/1-bhk-flat-4064-4.jpg""]","[""East Facing"",""South Facing"",""Near Railway Station""]","[""Lift"",""Gym"",""EV Charging"",""CCTV"",""Gated Community"",""Maintenance Staff""]",0,0,0,Builder,,719,129,2026-04-12T10:15:57,2026-04-13T09:57:52
0bfe6681-dff3-4054-bdbc-54f2246328f9,"2 BHK Flat for Sale in Deolali, Nashik",2-bhk-flat-for-sale-in-deolali-nashik-37248,Sale,Active,New Launch,7817382,761,sq.ft.,Deolali,Nashik,Maharashtra,"🏠 Stunning 2 BHK flat in Deolali, Nashik now available! This newly renovated corner property on the ground floor offers the perfect blend of comfort and convenience. Ideally located near a school, it's an excellent choice for families seeking a peaceful residential space with easy access to essential amenities.","[""https://images.property.com/nashik/2-bhk-flat-2956-1.jpg"",""https://images.property.com/nashik/2-bhk-flat-9095-2.jpg""]","[""Newly Renovated"",""Corner Property"",""Ground Floor"",""Near School""]","[""Swimming Pool"",""Garden"",""Visitor Parking"",""Vastu Compliant""]",0,0,0,Agent,Vishal Talwar,1952,83,2025-07-06T23:37:46,2025-12-24T16:05:26
